********************************************************************
  JasperGold - Superlint Violation/Property Report  
********************************************************************

Report Information
"module","created date"
"uc","Sep 02 06:21:21 CST 2025"



VIOLATIONS SUMMARY
Domain: LINT
"Category","Error","Warning","Info","Waived","Total"
"Warning","WIR_NO_READ","Wire 'tie_interface_PC_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21893 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_PC_R_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21894 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_RERAddr_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21895 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_RERBus_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21896 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_RSRBus_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21897 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_RSRTraceBus_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21898 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_ReplayNextInstruction_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21899 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_RotateAmount_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21900 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SCompare_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21902 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SRAddr_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21903 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SRRead_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21904 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SRWrite_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21905 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstFetchPrivilegeException_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21906 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstFetchProhibitedException_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21907 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstSizeRestrictionException_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21908 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstTLBMissException_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21909 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstTLBMultiHitException_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21910 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstructionFetchError_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21911 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SemInstructionFetchMemError_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21912 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SignExtendFrom_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21913 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SignExtendFrom_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21914 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SignExtendTo_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21915 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SignExtendTo_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21916 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_SignExtend_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21917 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_StartHWDTLBRefill_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21918 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_StartHWITLBRefill_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21919 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_StatVectorSel_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21920 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_Store_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21921 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_StoreProhibitedException_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21922 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_Store_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21923 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_TIEexceptionArg_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21924 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddr_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21925 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBase_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21926 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseAlternate_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21927 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseAlternate_1_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21929 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseAlternate_2_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21930 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseUseAlternate_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21931 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseUseAlternate_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21932 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseUseAlternate_1_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21933 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrBaseUseAlternate_2_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21934 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrFilter_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21936 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrFilter_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21937 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrFilter_1_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21938 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrFilter_2_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21939 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrIndex_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21940 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrIndex_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21941 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrIsShared_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21942 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrIsShared_1_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21944 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrIsShared_2_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21945 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrOffset_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21946 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddrOffset_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21947 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_VAddr_0_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21948 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WERAddr_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21949 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WERBus_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21950 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WSRBus_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21951 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WSRTraceBus_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21952 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WaitForLoads_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21953 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WaitForStores_def_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21954 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_interface_WaitiFallThru_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :21955 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_st_XTSYNC_ps_C2[0]' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :22057 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_st_XTSYNC_ps_C3[0]' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :22058 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_st_ERI_RAW_INTERLOCK_ps_C1[0]' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :23798 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'slot0_tie_op_ars_i_C1_pre' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :23923 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'slot0_tie_op_ars_i_C3_pre' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :23925 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'slot0_tie_op_art_i_C1_pre' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :23927 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'slot0_tie_op_art_i_C2_pre' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :23929 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'slot0_tie_op_art_i_C3_pre' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :23931 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_sem_xt_sem_rwxsr_opmode_slot0_TIE_slot0_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :24052 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_sem_xt_sem_rwxsr_opmode_slot0_TIE_slot0_use_C2' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :24054 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_sem_xt_sem_core_logical_slot0_TIE_slot0_use_C1' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :24081 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_sem_xt_sem_tlb_slot0_TIE_slot0_use_C0' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :24147 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
"Warning","WIR_NO_READ","Wire 'tie_sem_xt_sem_tlb_slot0_TIE_slot0_use_C2' declared in module 'Xm_serdes_64i64d0256d1_fusaTIE' does not drive any object, but is assigned at least once","/projects/sd3101_t4gp_fe/users/canchen/Timberwolf_USB4_T4GP/trunk/design/rtl/rtl_xtensa/xtensa/core/TIE.v :24149 ","*-Xm_serdes_64i64d0256d1_fusaTIE","-"
